Student_ID,Gender,Age,Department,Year,Attendance_Percentage,Study_Hours_Per_Day,Internet_Usage_Hours,Assignments_Completed,Sports_Participation,Hostel_Resident,Family_Income_Level,Exam_Score,CGPA
STU11034,Male,18,BBA,2,56.1,2.5,4.7,1,Yes,Yes,Medium,64.0,6.18
STU11035,Female,24,ECE,4,87.9,2.1,1.2,0,No,No,Medium,64.4,7.14
STU11036,Female,21,ECE,2,100.0,2.2,6.1,2,Yes,No,Medium,79.4,8.05
STU11037,Male,23,ECE,2,74.7,2.8,6.4,5,Yes,No,High,93.0,8.91
STU11038,Male,20,BBA,1,85.8,4.2,5.6,1,Yes,Yes,High,74.2,7.72
STU11039,Male,21,CE,1,93.4,5.5,2.6,9,Yes,Yes,Medium,100.0,10.0
STU11040,Male,24,EEE,3,64.1,3.8,2.7,6,No,Yes,Low,83.2,8.55
STU11041,Female,17,BBA,3,87.6,2.5,3.1,10,No,Yes,Medium,94.9,9.0
STU11042,Male,17,CE,3,90.2,5.8,6.2,6,Yes,Yes,Medium,99.9,8.83
STU11043,Male,20,CSE,3,86.4,0.5,0.6,10,Yes,Yes,Medium,75.2,7.27
STU11044,Female,19,CSE,1,80.9,4.5,4.8,2,Yes,No,Low,77.7,8.06
STU11045,Male,18,ECE,1,70.0,2.0,2.1,0,No,Yes,Medium,67.7,7.04
STU11046,Male,19,ME,1,93.9,3.4,3.2,8,No,Yes,High,92.8,9.05
STU11047,Male,17,ECE,2,80.3,4.3,5.5,10,Yes,No,Medium,100.0,10.0
STU11048,Male,17,ME,2,71.0,1.1,1.0,4,Yes,Yes,Medium,54.9,5.29
STU11049,Male,22,CE,3,76.8,3.7,3.4,1,Yes,No,Medium,84.6,8.39
STU11050,Female,21,CSE,2,83.7,3.8,3.7,7,No,No,Medium,100.0,10.0
STU11051,Male,24,BBA,4,64.4,5.7,3.9,9,No,No,Medium,100.0,9.33
STU11052,Male,18,ME,1,80.2,7.6,3.8,9,Yes,No,Low,100.0,10.0
STU11053,Male,20,CE,3,75.8,1.2,5.1,3,Yes,No,Medium,75.0,7.59
STU11054,Male,24,CSE,3,93.4,5.6,3.1,10,Yes,No,Medium,100.0,10.0
STU11055,Male,22,BBA,4,61.3,3.4,4.7,9,No,No,Medium,89.1,9.84
STU11056,Female,17,ME,2,89.4,2.3,4.7,6,Yes,No,Medium,85.3,7.39
STU11057,Male,20,ECE,3,94.2,4.1,4.6,4,Yes,Yes,Low,83.2,8.41
STU11058,Female,17,ECE,2,61.6,1.5,5.1,2,No,No,Medium,64.9,6.0
STU11059,Female,18,ECE,2,62.8,1.6,4.6,9,Yes,No,Low,62.4,6.17
STU11060,Male,21,CE,4,97.9,0.9,3.8,7,No,No,Low,73.1,7.54
STU11061,Male,24,ECE,3,71.0,4.3,1.5,1,Yes,No,Medium,89.4,9.67
STU11062,Male,24,EEE,2,100.0,4.0,6.7,0,No,Yes,Medium,83.1,7.77
STU11063,Male,19,CSE,2,61.9,2.3,7.4,4,Yes,Yes,High,65.5,7.81
STU11064,Female,20,CE,4,81.7,5.8,3.3,10,No,No,High,95.5,9.26
STU11065,Male,22,BBA,4,79.8,2.5,4.9,3,Yes,Yes,Low,94.6,8.79
STU11066,Male,19,ECE,2,77.9,5.4,2.9,10,Yes,Yes,Low,97.0,10.0
STU11067,Male,18,CSE,4,84.6,3.7,2.6,9,No,No,Medium,89.4,9.0
STU11068,Male,22,ME,2,85.2,2.5,4.1,6,No,No,High,86.3,9.74
STU11069,Male,21,ECE,3,78.3,3.3,9.6,8,Yes,Yes,Low,81.5,7.66
STU11070,Male,21,CSE,1,69.9,1.6,7.2,5,No,No,Medium,75.0,7.59
STU11071,Female,21,EEE,4,90.5,3.8,6.9,10,Yes,Yes,Medium,97.3,10.0
STU11072,Female,21,ME,1,86.3,3.5,5.0,0,No,Yes,Medium,65.4,6.12
STU11073,Male,19,EEE,2,81.1,4.3,2.2,7,Yes,Yes,Low,92.1,9.85
STU11074,Male,23,BBA,2,86.0,4.8,6.1,1,Yes,No,High,85.8,8.78
STU11075,Male,22,CSE,2,87.7,3.7,0.5,3,No,No,Medium,73.6,6.86
STU11076,Female,20,EEE,1,72.4,1.3,4.8,2,No,Yes,Low,69.1,7.54
STU11077,Male,18,BBA,2,85.6,4.9,6.2,5,No,No,Low,97.2,9.62
STU11078,Female,25,CSE,4,74.5,3.5,4.3,1,No,No,Low,66.2,7.21
STU11079,Male,17,CSE,3,88.0,0.7,7.3,4,No,Yes,Medium,73.0,6.95
STU11080,Male,20,EEE,3,78.1,4.0,1.1,10,Yes,No,Medium,97.5,9.02
STU11081,Male,17,CSE,4,86.1,4.1,7.2,8,Yes,Yes,Low,91.0,8.88
STU11082,Male,22,ECE,3,75.7,3.0,3.7,2,No,Yes,Medium,72.1,7.15
STU11083,Female,20,CSE,1,86.6,3.2,6.9,1,Yes,No,Medium,78.5,7.95
STU11084,Female,21,CE,2,70.2,2.6,6.0,1,No,No,Medium,64.3,6.7
STU11085,Male,21,BBA,2,80.4,4.1,7.0,8,No,No,Medium,97.2,10.0
STU11086,Male,25,CSE,2,89.8,3.7,6.0,5,Yes,Yes,Medium,80.0,7.95
STU11087,Female,17,CE,1,84.7,2.1,5.4,1,No,Yes,Medium,63.6,7.25
STU11088,Female,18,CSE,1,81.9,5.9,6.7,2,Yes,No,Medium,79.6,8.47
STU11089,Female,22,CSE,1,98.0,2.5,4.1,0,Yes,Yes,Low,58.3,5.79
STU11090,Female,21,EEE,4,90.2,0.5,5.2,1,Yes,No,Medium,63.7,6.52
STU11091,Male,23,ECE,1,88.6,2.8,4.0,1,Yes,No,High,58.1,6.01
STU11092,Female,19,BBA,3,86.6,5.0,2.6,10,Yes,No,Low,100.0,10.0
STU11093,Male,19,ECE,4,87.8,3.2,5.1,1,No,Yes,Low,74.9,8.08
STU11094,Female,18,ME,4,96.6,1.0,4.4,6,No,No,Medium,91.4,8.44
STU11095,Female,19,EEE,4,75.8,2.0,6.5,2,No,No,Low,74.0,7.89
STU11096,Female,17,EEE,1,90.1,1.9,3.6,10,Yes,No,Low,91.6,9.36
STU11097,Female,21,ECE,4,83.6,2.6,2.5,3,Yes,No,Medium,70.3,7.23
STU11098,Female,21,EEE,1,76.2,3.1,6.5,1,No,Yes,High,68.2,6.75
STU11099,Male,23,ECE,1,79.0,4.2,4.1,4,Yes,Yes,Low,81.4,8.49
STU11100,Male,20,EEE,4,82.2,3.7,2.4,8,No,No,High,90.7,9.51
STU11101,Female,19,CSE,2,71.4,3.8,6.8,8,No,Yes,Medium,84.6,8.52
STU11102,Female,17,ECE,2,88.6,6.2,5.9,6,No,No,Medium,100.0,10.0
STU11103,Male,24,ECE,4,79.0,4.8,7.7,7,Yes,No,Medium,90.7,8.75
STU11104,Female,19,CE,2,80.8,4.7,3.3,4,Yes,Yes,Low,96.6,9.67
STU11105,Female,18,EEE,3,93.6,0.8,3.0,4,No,No,Low,64.1,6.59
STU11106,Male,20,EEE,3,81.3,2.4,1.8,2,No,No,Medium,78.2,7.67
STU11107,Female,19,ECE,1,95.5,1.1,2.9,5,Yes,Yes,Low,90.0,8.83
STU11108,Female,17,CSE,2,74.8,2.3,3.2,0,No,No,High,80.6,7.6
STU11109,Male,19,CSE,3,69.0,4.7,5.4,2,Yes,No,Medium,74.4,7.66
STU11110,Male,18,BBA,4,77.1,2.9,2.1,10,No,No,Medium,99.1,10.0
STU11111,Male,24,CSE,2,51.9,5.1,2.7,1,No,Yes,Medium,60.1,6.31
STU11112,Female,22,EEE,3,89.1,4.5,7.4,6,Yes,No,High,79.9,7.91
STU11113,Male,25,CE,3,69.6,3.6,0.5,8,Yes,No,High,92.7,9.93
STU11114,Male,24,ECE,4,73.8,5.1,5.0,3,Yes,Yes,Medium,89.8,8.96
STU11115,Male,19,ME,1,87.2,5.5,1.4,6,Yes,No,Medium,100.0,10.0
STU11116,Male,21,CE,4,81.2,4.2,2.4,7,Yes,No,Low,87.3,9.01
STU11117,Male,23,ME,1,75.6,3.8,6.8,9,Yes,No,Low,83.2,7.57
STU11118,Male,21,CE,3,59.6,4.5,4.1,1,Yes,No,Low,62.0,6.25
STU11119,Female,24,CSE,1,93.0,1.4,9.3,6,No,No,Low,70.7,8.14
STU11120,Female,21,EEE,3,87.2,3.3,5.3,2,No,Yes,High,83.1,8.04
STU11121,Male,17,ME,3,100.0,3.5,2.3,7,Yes,No,High,98.4,10.0
STU11122,Male,21,CE,2,74.0,2.9,5.1,5,Yes,No,Medium,81.7,8.68
STU11123,Male,20,EEE,1,65.5,2.3,6.3,2,Yes,Yes,Medium,70.2,6.8
STU11124,Female,22,ME,1,89.9,5.0,5.0,7,No,No,Medium,100.0,10.0
STU11125,Female,19,ECE,1,78.1,3.8,3.6,10,No,Yes,Low,100.0,9.52
STU11126,Female,21,CE,4,86.3,3.9,0.6,2,No,Yes,High,88.3,9.31
STU11127,Female,18,ECE,2,96.2,5.6,3.4,8,Yes,Yes,Low,100.0,9.53
STU11128,Female,22,CSE,2,83.9,3.2,7.3,10,No,Yes,Medium,95.6,9.81
STU11129,Female,22,ECE,2,81.7,2.9,2.4,2,No,Yes,Low,78.7,8.83
STU11130,Female,21,ECE,4,82.3,5.5,3.2,0,No,No,High,77.8,7.51
STU11131,Female,22,BBA,1,63.6,1.3,6.0,1,No,Yes,Medium,64.3,6.65
STU11132,Female,23,CE,1,91.1,3.6,5.2,3,Yes,No,Medium,77.1,7.01
STU11133,Male,21,CSE,1,91.7,2.4,1.4,10,No,No,Low,100.0,10.0
STU11134,Male,17,ECE,2,85.3,3.9,3.8,1,No,Yes,Medium,83.6,7.9
STU11135,Male,24,EEE,2,64.8,4.4,6.8,3,Yes,No,Medium,77.5,7.92
STU11136,Male,20,ME,3,78.8,4.4,4.1,3,Yes,No,Low,89.4,8.72
STU11137,Female,25,ECE,4,94.4,5.0,6.9,3,Yes,Yes,High,98.9,9.44
STU11138,Female,22,CSE,4,74.3,3.1,7.0,0,Yes,No,High,63.4,6.32
STU11139,Male,17,ECE,2,91.8,3.2,2.1,8,Yes,No,Medium,88.3,7.55
STU11140,Female,19,ME,3,80.6,4.3,3.4,9,No,Yes,Medium,87.8,8.3
STU11141,Male,19,CSE,1,87.1,4.8,5.3,10,No,No,High,100.0,10.0
STU11142,Female,20,CE,2,75.9,1.5,0.9,6,No,No,Low,85.4,8.48
STU11143,Male,22,CSE,4,80.8,4.0,3.6,1,No,No,Low,78.2,7.63
STU11144,Female,23,CE,4,84.4,2.9,5.1,2,No,No,Low,80.0,8.24
STU11145,Female,20,CSE,4,69.2,3.6,2.8,7,No,Yes,Low,81.5,8.73
STU11146,Male,22,ME,1,82.7,3.0,5.2,6,No,No,Medium,90.3,9.91
STU11147,Female,17,ME,4,53.1,2.4,2.8,3,No,No,Low,68.1,6.84
STU11148,Male,24,CSE,1,74.0,2.0,2.8,3,Yes,No,Medium,76.9,7.65
STU11149,Male,23,ECE,1,85.4,3.3,5.5,8,Yes,Yes,Medium,96.5,9.9
STU11150,Male,25,ME,1,91.2,4.0,6.7,4,Yes,No,Medium,77.8,7.87
STU11151,Male,19,CE,2,84.7,2.6,2.6,10,Yes,No,Medium,84.5,8.43
STU11152,Female,18,CE,1,66.1,5.3,1.6,4,No,No,High,84.4,8.8
STU11153,Female,17,EEE,3,90.3,7.2,3.9,6,No,No,Medium,100.0,10.0
STU11154,Female,19,BBA,4,68.6,4.1,4.9,0,Yes,No,Low,85.1,8.6
STU11155,Male,21,BBA,2,86.1,3.4,2.6,2,No,No,Medium,79.0,9.16
STU11156,Female,18,BBA,4,68.9,2.1,7.3,1,Yes,No,Low,88.2,9.83
STU11157,Male,19,CE,1,72.3,4.1,3.7,10,No,Yes,Medium,84.5,8.79
STU11158,Female,20,EEE,2,70.4,5.7,2.5,9,No,Yes,High,98.7,10.0
STU11159,Female,23,BBA,3,81.4,6.4,7.9,5,No,Yes,Low,100.0,9.72
STU11160,Female,19,BBA,1,78.0,5.6,6.5,10,Yes,No,Medium,100.0,10.0
STU11161,Male,25,CSE,4,85.1,4.8,2.5,5,No,No,Low,84.2,8.84
STU11162,Female,24,CSE,3,79.8,4.1,6.1,9,Yes,Yes,High,97.6,10.0
STU11163,Female,20,CSE,1,64.8,1.9,2.7,0,No,Yes,Medium,83.9,7.93
STU11164,Male,17,ECE,3,82.8,3.4,5.5,5,Yes,No,Medium,76.9,7.42
STU11165,Female,17,BBA,1,62.4,3.2,7.6,9,No,No,Medium,80.6,8.16
STU11166,Male,17,ECE,2,71.2,3.4,1.6,1,Yes,No,Medium,64.6,7.28
STU11167,Female,17,EEE,1,76.4,2.4,2.9,10,No,No,Medium,83.9,8.49
STU11168,Male,24,CE,2,75.7,4.6,3.0,3,Yes,No,Medium,92.8,9.92
STU11169,Male,19,BBA,1,63.5,3.1,4.5,5,No,No,Medium,90.7,9.05
STU11170,Female,22,CE,1,93.7,3.0,4.9,2,No,Yes,Medium,67.6,7.18
STU11171,Male,19,CSE,4,96.5,2.4,3.8,2,Yes,Yes,Medium,80.2,7.53
STU11172,Male,21,BBA,3,100.0,3.8,0.6,2,Yes,Yes,Medium,89.2,8.6
STU11173,Male,23,ME,3,91.5,5.7,1.5,3,No,Yes,Low,87.3,8.66
STU11174,Male,18,ECE,3,76.0,3.5,2.2,8,Yes,No,Medium,94.6,8.92
STU11175,Male,22,ECE,1,75.9,3.9,5.1,3,Yes,No,High,83.7,7.8
STU11176,Male,22,BBA,1,75.3,6.4,1.2,3,Yes,No,Medium,100.0,9.83
STU11177,Female,19,CSE,1,99.9,5.3,2.2,3,No,No,Low,74.7,6.77
STU11178,Male,22,ECE,2,78.8,4.4,1.7,6,Yes,No,Medium,92.1,9.18
STU11179,Male,21,CSE,2,92.7,4.3,4.7,4,Yes,No,Medium,94.6,9.63
STU11180,Female,18,EEE,4,91.9,2.6,6.3,1,No,No,Medium,81.8,7.79
STU11181,Female,25,CE,1,81.9,2.4,4.3,6,Yes,No,Medium,86.8,8.53
STU11182,Female,24,ME,3,65.5,3.7,8.0,2,Yes,Yes,Medium,65.9,6.42
STU11183,Female,19,CE,3,79.1,3.8,4.3,10,No,No,Low,100.0,10.0
STU11184,Female,24,CE,4,81.5,2.2,3.8,0,No,No,Low,73.3,7.41
STU11185,Female,25,EEE,3,92.8,4.6,2.4,8,Yes,No,Low,97.7,10.0
STU11186,Female,19,ECE,4,80.2,3.1,4.4,4,Yes,No,Medium,79.8,7.77
STU11187,Male,19,ME,1,67.9,5.2,2.3,9,No,Yes,Low,100.0,9.79
STU11188,Male,18,ECE,3,89.9,3.4,2.0,0,Yes,No,Low,80.7,8.65
STU11189,Female,24,BBA,1,77.7,3.3,2.0,10,No,Yes,Low,93.3,8.07
STU11190,Male,17,CE,2,54.5,2.1,3.6,0,No,Yes,High,54.6,5.85
STU11191,Male,24,BBA,3,83.2,2.3,3.0,0,No,No,Medium,66.3,6.58
STU11192,Male,23,CSE,2,85.0,5.5,9.3,8,No,Yes,Medium,93.7,9.43
STU11193,Female,23,CE,3,71.6,3.9,4.4,7,No,No,High,73.8,7.21
STU11194,Female,19,ECE,1,78.1,4.1,4.4,10,No,Yes,Low,97.9,10.0
STU11195,Male,17,CE,4,86.6,5.9,2.9,5,No,No,Medium,82.8,7.36
STU11196,Female,20,CSE,1,83.3,1.5,10.1,9,No,No,Low,77.1,7.34
STU11197,Male,25,EEE,1,64.4,4.5,2.2,5,Yes,Yes,High,82.9,9.27
STU11198,Male,21,BBA,1,92.5,1.1,3.1,5,No,No,Low,62.3,6.26
STU11199,Male,17,BBA,3,97.1,2.8,6.0,3,Yes,No,Low,87.6,8.17
STU11200,Male,21,ECE,4,74.9,1.8,4.4,4,No,Yes,Low,71.1,7.14
STU11201,Female,24,CE,2,60.9,4.8,1.5,9,No,Yes,High,75.8,7.95
STU11202,Female,24,ECE,1,87.7,0.7,4.1,2,No,No,Low,71.8,7.23
STU11203,Female,21,EEE,3,73.3,3.2,5.4,2,No,Yes,Medium,88.8,8.82
STU11204,Male,25,CE,2,85.4,1.8,5.0,9,No,No,Medium,85.5,8.25
STU11205,Female,17,CE,1,100.0,2.2,5.3,6,Yes,No,High,88.0,8.17
STU11206,Male,20,ECE,2,64.5,2.4,8.4,4,Yes,Yes,Medium,75.5,6.61
STU11207,Female,19,ECE,1,72.0,5.5,4.5,7,No,No,Medium,100.0,9.58
STU11208,Male,18,CSE,2,78.1,3.0,5.6,4,No,No,Medium,74.3,8.09
STU11209,Male,24,EEE,2,92.9,6.1,0.5,3,No,No,Medium,89.1,8.7
STU11210,Male,23,CSE,4,100.0,6.4,7.7,2,Yes,Yes,Low,87.6,8.68
STU11211,Female,25,BBA,4,82.5,6.7,4.1,1,No,No,Medium,93.0,8.54
STU11212,Female,18,CE,1,63.7,3.4,2.3,2,No,Yes,High,78.9,7.89
STU11213,Female,20,ECE,3,76.5,3.8,3.6,6,Yes,Yes,Medium,91.4,8.94
STU11214,Female,22,CE,4,72.3,4.1,5.3,7,No,No,High,85.6,8.39
STU11215,Male,19,CE,2,87.2,2.9,6.1,4,Yes,Yes,Medium,78.4,7.54
STU11216,Female,24,ME,4,83.8,4.1,3.8,10,Yes,Yes,Medium,95.7,9.28
STU11217,Female,19,BBA,4,69.6,2.1,5.2,0,No,Yes,Medium,60.4,5.92
STU11218,Male,18,ME,1,71.7,0.7,3.5,2,Yes,Yes,Medium,46.4,4.62
STU11219,Male,19,CE,4,76.4,4.6,5.0,3,Yes,Yes,Low,82.7,7.14
STU11220,Male,22,ECE,4,77.6,3.0,4.4,9,No,Yes,Low,86.1,7.77
STU11221,Female,18,CE,2,79.6,2.0,4.6,3,No,Yes,Medium,71.5,6.89
STU11222,Male,24,BBA,4,80.5,2.2,3.4,0,Yes,No,Low,62.8,6.74
STU11223,Male,17,ME,2,92.3,5.8,4.8,9,No,Yes,Low,100.0,9.29
STU11224,Male,23,ECE,4,76.0,4.2,2.3,8,Yes,No,High,100.0,10.0
STU11225,Female,18,CE,4,74.6,1.2,4.4,9,No,Yes,High,85.2,9.35
STU11226,Male,22,EEE,3,66.6,1.7,2.7,3,No,No,Medium,64.0,6.27
STU11227,Female,18,BBA,4,77.8,3.1,2.0,1,Yes,Yes,Medium,71.3,6.91
STU11228,Female,18,BBA,2,82.6,4.2,2.6,8,Yes,No,Low,92.6,9.53
STU11229,Male,24,EEE,2,62.8,2.3,3.6,3,Yes,No,Medium,71.0,7.15
STU11230,Male,18,CE,1,76.6,3.2,2.9,3,Yes,Yes,Medium,77.3,7.42
STU11231,Female,23,BBA,1,91.6,3.7,4.8,10,No,Yes,Medium,93.2,9.46
STU11232,Male,19,ECE,3,86.5,3.7,4.2,5,Yes,No,High,81.8,7.84
STU11233,Male,24,CE,2,83.7,0.5,6.0,7,Yes,No,Medium,78.4,8.53
STU11234,Female,23,CE,2,86.2,3.8,3.8,4,No,No,Low,82.1,8.1
STU11235,Female,24,ME,2,74.3,0.9,4.4,7,Yes,No,Medium,77.9,8.0
STU11236,Male,23,BBA,3,72.9,3.1,7.7,0,No,Yes,Medium,68.3,7.66
STU11237,Female,22,BBA,2,92.7,2.7,3.1,3,Yes,Yes,Low,63.6,6.27
STU11238,Male,23,EEE,1,88.3,1.9,3.4,0,No,Yes,High,58.7,5.49
STU11239,Male,21,ME,3,72.5,4.8,6.4,2,No,Yes,High,69.7,6.68
STU11240,Male,23,ME,1,61.2,1.8,2.1,10,No,Yes,High,82.9,8.29
STU11241,Female,17,BBA,1,72.7,2.7,6.6,6,Yes,Yes,High,66.4,6.57
STU11242,Male,17,CE,3,85.4,4.8,3.5,0,Yes,No,High,77.1,7.62
STU11243,Male,25,ME,4,73.4,2.7,2.3,4,Yes,No,High,73.2,7.49
STU11244,Male,21,EEE,4,83.3,2.4,5.8,0,Yes,Yes,Medium,66.7,6.73
STU11245,Female,21,ME,1,94.2,3.1,3.5,5,Yes,No,Low,91.4,8.91
STU11246,Female,19,EEE,4,79.1,4.3,7.6,8,No,Yes,Low,100.0,10.0
STU11247,Female,21,ME,2,82.3,5.7,4.2,2,No,Yes,Low,83.0,7.96
STU11248,Female,19,EEE,3,86.8,2.1,4.1,10,No,No,Medium,87.7,8.53
STU11249,Female,25,ME,1,69.2,2.2,2.8,10,Yes,No,High,81.5,6.98
STU11250,Male,25,ME,2,72.3,3.1,3.7,5,No,No,Medium,83.3,7.91
STU11251,Female,22,ECE,4,87.3,3.8,3.5,3,No,Yes,Medium,81.8,8.59
STU11252,Female,17,EEE,2,80.4,2.3,6.7,5,No,Yes,Low,81.2,8.43
STU11253,Female,23,EEE,4,81.2,4.5,4.6,1,No,No,Low,71.7,7.54
STU11254,Male,23,EEE,1,80.3,2.1,5.4,3,No,Yes,Medium,74.4,7.65
STU11255,Female,20,CSE,2,89.8,0.6,4.2,6,No,Yes,Low,61.7,5.93
STU11256,Female,24,ME,3,84.4,4.3,3.2,10,Yes,No,Low,92.1,8.58
STU11257,Male,22,EEE,1,84.5,4.5,4.7,5,No,Yes,Medium,90.2,8.86
STU11258,Female,20,BBA,2,92.2,5.1,7.2,8,No,Yes,Medium,84.3,6.88
STU11259,Male,20,CSE,2,96.1,0.5,1.9,10,No,Yes,Low,64.2,6.99
STU11260,Male,18,ECE,4,100.0,2.5,4.8,6,No,Yes,Medium,75.2,7.62
STU11261,Male,18,EEE,1,74.2,3.1,7.0,0,Yes,Yes,Medium,62.8,6.71
STU11262,Male,20,EEE,1,100.0,6.1,2.4,5,No,No,Low,93.8,9.12
STU11263,Male,21,CSE,1,69.0,3.3,5.8,10,No,Yes,Medium,86.1,7.81
STU11264,Female,24,ME,1,99.4,1.5,5.8,2,Yes,No,Medium,73.8,7.47
STU11265,Male,22,BBA,4,73.7,3.9,1.4,7,No,Yes,Low,100.0,10.0
STU11266,Male,20,ECE,3,79.3,5.5,6.2,0,Yes,No,High,78.3,7.76
STU11267,Female,23,EEE,1,80.2,5.1,2.8,9,Yes,No,Medium,100.0,10.0
STU11268,Male,24,ME,4,71.3,4.3,4.7,1,No,Yes,Medium,87.7,8.53
STU11269,Female,18,BBA,3,80.9,3.9,6.0,2,Yes,Yes,High,88.2,8.92
STU11270,Female,23,BBA,3,71.8,0.5,6.4,2,No,Yes,High,54.6,5.69
STU11271,Female,18,ECE,4,67.7,3.5,0.9,6,No,No,Low,90.0,9.84
STU11272,Male,18,CE,1,79.6,3.8,7.6,7,No,Yes,High,99.2,10.0
STU11273,Male,24,BBA,3,95.9,3.3,6.8,8,No,No,High,100.0,9.38
STU11274,Male,18,CE,1,77.5,4.6,6.1,6,No,No,Low,100.0,9.81
STU11275,Female,25,BBA,1,89.4,3.2,4.7,7,No,No,Medium,79.1,7.48
STU11276,Male,17,ECE,2,71.5,2.9,3.1,10,Yes,No,Low,90.7,9.76
STU11277,Male,25,CSE,1,67.2,5.1,1.8,5,No,Yes,Medium,83.4,8.09
STU11278,Male,17,ECE,2,84.5,2.9,0.8,1,No,No,Medium,62.9,6.16
STU11279,Female,18,ECE,3,97.6,3.6,5.3,0,No,No,Medium,81.3,8.07
STU11280,Female,22,CSE,4,82.1,4.8,6.1,2,Yes,No,High,86.0,8.8
STU11281,Male,22,CSE,2,88.3,2.0,3.8,8,Yes,Yes,High,85.0,7.91
STU11282,Male,17,ME,4,95.0,1.8,3.1,6,No,No,High,76.2,7.61
STU11283,Male,23,BBA,3,79.6,5.5,4.1,1,No,No,Medium,100.0,10.0
STU11284,Male,24,ME,1,78.5,2.6,2.7,0,No,No,Low,80.8,7.92
STU11285,Female,18,CSE,3,84.7,4.5,4.0,1,No,No,High,78.1,8.72
STU11286,Female,24,CE,4,86.5,0.8,2.6,2,Yes,No,Low,65.1,6.07
STU11287,Female,25,CE,3,66.0,0.5,5.2,5,No,No,Medium,69.7,6.72
STU11288,Female,22,ECE,1,83.0,4.0,6.5,8,No,No,High,100.0,10.0
STU11289,Male,21,EEE,3,80.0,3.3,5.0,7,No,Yes,Low,90.4,9.06
STU11290,Male,25,ECE,1,72.1,4.1,3.8,9,Yes,No,Medium,93.8,9.27
STU11291,Male,25,ECE,2,79.3,6.3,6.0,8,Yes,Yes,Medium,92.0,8.64
STU11292,Female,17,EEE,4,68.3,1.6,4.0,10,Yes,Yes,Low,97.4,9.45
STU11293,Male,19,BBA,1,64.9,3.6,5.9,10,No,No,Medium,85.9,9.51
STU11294,Female,25,CSE,1,80.7,5.7,2.7,7,No,No,Low,100.0,10.0
STU11295,Female,18,CE,3,89.0,1.9,3.0,6,No,No,Low,79.6,8.25
STU11296,Male,20,ECE,2,76.5,2.6,2.0,5,No,No,High,88.3,8.52
STU11297,Male,20,EEE,1,70.4,0.8,3.1,7,No,No,Medium,61.7,6.27
STU11298,Male,18,ME,2,71.9,6.9,6.0,5,Yes,No,Medium,93.8,9.24
STU11299,Female,19,ECE,2,85.5,0.5,2.3,1,No,Yes,Low,60.5,5.43
STU11300,Male,19,CE,3,96.7,4.7,0.5,8,Yes,No,Medium,91.5,8.78
STU11301,Female,17,CSE,1,87.7,1.5,3.2,8,Yes,No,High,76.7,7.41
STU11302,Male,22,ECE,3,93.0,1.9,1.7,2,Yes,Yes,Medium,82.4,9.29
STU11303,Female,24,ECE,4,69.5,5.1,3.0,8,Yes,Yes,Medium,99.8,10.0
STU11304,Female,19,BBA,4,79.3,2.4,8.2,1,No,Yes,Low,81.4,7.3
STU11305,Male,21,EEE,1,90.2,4.5,2.2,2,Yes,No,Medium,85.1,8.1
STU11306,Female,17,ME,2,66.0,5.6,5.3,5,Yes,Yes,High,89.9,8.9
STU11307,Female,23,ME,1,73.4,3.8,3.8,3,No,No,High,69.2,6.93
STU11308,Male,17,CSE,1,89.4,4.8,4.7,7,No,No,Medium,100.0,9.93
STU11309,Female,25,CE,4,82.6,3.6,3.0,0,No,No,High,73.2,8.24
STU11310,Male,24,CSE,4,70.3,3.7,6.3,5,Yes,Yes,Low,84.1,8.17
STU11311,Female,23,ECE,2,63.7,2.5,4.9,1,Yes,No,Medium,62.8,7.19
STU11312,Male,23,ECE,2,93.4,6.4,4.9,5,No,Yes,Low,100.0,10.0
STU11313,Male,21,ME,1,59.5,4.6,4.2,0,No,Yes,Medium,75.9,7.56
STU11314,Female,21,CE,3,86.3,4.3,6.5,1,Yes,Yes,Low,75.0,7.18
STU11315,Female,21,EEE,1,74.7,4.7,5.1,8,No,No,High,85.2,8.19
STU11316,Female,17,CE,2,90.5,2.5,4.7,5,Yes,Yes,Medium,84.8,9.45
STU11317,Female,24,ECE,3,69.6,4.9,5.3,7,Yes,Yes,Low,86.4,9.0
STU11318,Female,17,EEE,4,100.0,5.8,0.5,6,No,Yes,Medium,97.4,9.89
STU11319,Male,20,CE,2,84.0,1.4,4.4,8,Yes,No,Medium,67.6,5.66
STU11320,Female,25,CE,2,85.7,4.3,3.9,8,No,No,Low,95.2,9.27
STU11321,Male,25,EEE,3,72.3,3.6,6.3,10,Yes,Yes,Low,92.9,9.11
STU11322,Male,21,ECE,2,78.7,2.7,2.6,3,Yes,Yes,Medium,90.1,9.12
STU11323,Female,20,CE,2,78.9,1.9,4.4,6,Yes,No,Low,73.0,7.23
STU11324,Male,19,EEE,2,98.0,5.1,7.8,4,No,Yes,Medium,75.5,7.36
STU11325,Male,19,BBA,2,84.0,3.8,3.9,6,Yes,Yes,Medium,86.0,8.76
STU11326,Male,21,BBA,2,85.4,3.2,1.3,3,Yes,Yes,Medium,89.5,9.4
STU11327,Male,17,ECE,2,85.3,4.3,8.3,9,Yes,No,Medium,100.0,9.7
STU11328,Female,21,EEE,2,86.3,3.3,2.6,10,No,No,High,100.0,9.5
STU11329,Male,22,BBA,2,66.1,2.4,1.9,10,No,Yes,Medium,88.8,8.6
